name	drugA	drugB	concA	concB	experiments
203	164	2015	7.5e-09	1.4e-05	0.34197228
203	164	2015	1e-08	0	0.254324715
203	164	2015	1e-08	1e-07	0.215226515
203	164	2015	1e-08	2.5e-07	0.22549209
203	164	2015	1e-08	5e-07	0.228344971
203	164	2015	1e-08	1e-06	0.377187272
203	164	2015	1e-08	2e-06	0.299102556
203	164	2015	1e-08	4e-06	0.272102996
203	164	2015	1e-08	6e-06	0.251635133
203	164	2015	1e-08	1e-05	0.233885144
203	164	2015	1e-08	1.4e-05	0.239168228
16	164	2015	0	0	1
16	164	2015	0	1e-07	0.995807194
16	164	2015	0	2.5e-07	0.709284818
16	164	2015	0	5e-07	0.037486412
16	164	2015	0	1e-06	0.034134852
16	164	2015	0	2e-06	0.034640318
16	164	2015	0	4e-06	0.962202008
16	164	2015	0	6e-06	0.980734175
16	164	2015	0	1e-05	0.642984107
16	164	2015	0	1.4e-05	0.030596204
16	164	2015	1e-09	0	0.037929593
16	164	2015	1e-09	1e-07	0.03854672
16	164	2015	1e-09	2.5e-07	0.963272516
16	164	2015	1e-09	5e-07	0.911244112
16	164	2015	1e-09	1e-06	0.641070682
16	164	2015	1e-09	2e-06	0.034328201
16	164	2015	1e-09	4e-06	0.035379212
16	164	2015	1e-09	6e-06	0.03770389
16	164	2015	1e-09	1e-05	0.959612008
16	164	2015	1e-09	1.4e-05	0.943208184
16	164	2015	2.5e-09	0	0.337086993
16	164	2015	2.5e-09	1e-07	0.028589257
16	164	2015	2.5e-09	2.5e-07	0.039566196
16	164	2015	2.5e-09	5e-07	0.040454888
16	164	2015	2.5e-09	1e-06	0.962237645
16	164	2015	2.5e-09	2e-06	0.908052513
16	164	2015	2.5e-09	4e-06	0.092566268
16	164	2015	2.5e-09	6e-06	0.030872147
16	164	2015	2.5e-09	1e-05	0.034124927
16	164	2015	2.5e-09	1.4e-05	0.044777991
16	164	2015	5e-09	0	0.923431619
16	164	2015	5e-09	1e-07	0.487442493
16	164	2015	5e-09	2.5e-07	0.032456233
16	164	2015	5e-09	5e-07	0.030955766
16	164	2015	5e-09	1e-06	0.046201575
16	164	2015	5e-09	2e-06	0.043431725
16	164	2015	5e-09	4e-06	0.545683049
16	164	2015	5e-09	6e-06	0.059787608
16	164	2015	5e-09	1e-05	0.030656629
16	164	2015	5e-09	1.4e-05	0.038784012
16	164	2015	7.5e-09	0	0.039627716
16	164	2015	7.5e-09	1e-07	0.048273267
16	164	2015	7.5e-09	2.5e-07	0.202174822
16	164	2015	7.5e-09	5e-07	0.036675307
16	164	2015	7.5e-09	1e-06	0.027587359
16	164	2015	7.5e-09	2e-06	0.036773317
16	164	2015	7.5e-09	4e-06	0.044897532
16	164	2015	7.5e-09	6e-06	0.050430638
16	164	2015	7.5e-09	1e-05	0.084354879
16	164	2015	7.5e-09	1.4e-05	0.031917384
16	164	2015	1e-08	0	0.026030605
16	164	2015	1e-08	1e-07	0.036745061
16	164	2015	1e-08	2.5e-07	0.044760247
16	164	2015	1e-08	5e-07	0.047228029
16	164	2015	1e-08	1e-06	0.058960686
16	164	2015	1e-08	2e-06	0.030540322
16	164	2015	1e-08	4e-06	0.029130071
